date,product_id,competitor_name,competitor_price
2025-11-26,1,Pak'nSave,8.31
2025-06-21,1,Pak'nSave,10.3
2025-06-24,1,Pak'nSave,8.7
2025-09-05,1,Pak'nSave,8.51
2025-11-05,1,Pak'nSave,9.33
2024-10-26,1,Pak'nSave,10.32
2025-09-29,1,Pak'nSave,8.36
2025-08-31,1,Pak'nSave,10.28
2024-07-01,1,Pak'nSave,10.08
2025-08-28,1,Pak'nSave,8.82
2024-12-18,1,Pak'nSave,10.69
2024-04-20,1,Pak'nSave,8.68
2025-01-05,1,Pak'nSave,8.21
2024-11-15,1,Pak'nSave,8.57
2024-06-15,1,Pak'nSave,8.2
2024-03-03,1,Pak'nSave,8.64
2024-10-16,1,Pak'nSave,9.07
2025-04-26,1,Pak'nSave,8.1
2025-08-08,1,Pak'nSave,8.78
2025-11-18,1,Pak'nSave,8.55
2024-02-05,1,Pak'nSave,8.47
2025-05-03,1,Pak'nSave,10.52
2025-07-28,1,Pak'nSave,8.38
2025-01-27,1,Pak'nSave,8.07
2025-01-11,1,Pak'nSave,9.35
2024-01-22,1,Pak'nSave,8.74
2024-08-14,1,FreshChoice,10.24
2024-07-14,1,FreshChoice,9.08
2025-12-27,1,FreshChoice,8.81
2024-01-22,1,FreshChoice,9.13
2024-08-14,1,FreshChoice,9.62
2025-07-26,1,FreshChoice,10.35
2024-04-07,1,FreshChoice,9.27
2025-03-09,1,FreshChoice,10.54
2024-10-04,1,FreshChoice,9.45
2024-08-31,1,FreshChoice,8.17
2024-05-30,1,FreshChoice,9.84
2025-12-23,1,FreshChoice,10.12
2025-12-31,1,FreshChoice,9.34
2024-12-10,1,FreshChoice,8.84
2025-04-28,1,FreshChoice,9.64
2025-10-23,1,FreshChoice,10.6
2025-07-02,1,FreshChoice,9.09
2025-11-29,1,FreshChoice,8.58
2024-11-08,1,FreshChoice,9.51
2024-11-05,1,FreshChoice,9.84
2024-05-20,1,FreshChoice,9.71
2024-06-08,1,FreshChoice,9.92
2025-02-07,1,FreshChoice,8.1
2025-08-10,1,FreshChoice,8.65
2024-12-08,1,FreshChoice,10.6
2024-07-29,1,FreshChoice,8.03
2025-06-02,1,FreshChoice,10.4
2024-10-21,1,FreshChoice,10.06
2025-09-14,1,FreshChoice,8.6
2025-08-29,1,FreshChoice,10.16
2024-06-07,1,FreshChoice,9.58
2025-06-21,1,FreshChoice,8.74
2024-12-20,1,FreshChoice,10.4
2024-10-13,1,FreshChoice,9.72
2024-05-20,1,FreshChoice,10.13
2025-09-07,1,FreshChoice,9.51
2024-04-12,1,FreshChoice,8.47
2024-09-15,1,SuperValue,9.78
2024-12-07,1,SuperValue,8.18
2025-05-29,1,SuperValue,9.47
2024-09-23,1,SuperValue,9.99
2024-10-04,1,SuperValue,9.15
2024-08-02,1,SuperValue,9.1
2025-11-17,1,SuperValue,9.9
2024-06-28,1,SuperValue,8.01
2024-10-04,1,SuperValue,8.32
2025-05-15,1,SuperValue,10.54
2024-02-27,1,SuperValue,8.72
2025-01-16,1,SuperValue,8.85
2025-05-22,1,SuperValue,10.36
2025-07-06,1,SuperValue,9.13
2024-06-29,1,SuperValue,10.47
2025-12-28,1,SuperValue,8.13
2025-03-21,1,SuperValue,8.35
2024-05-19,1,SuperValue,8.61
2025-01-07,1,SuperValue,9.89
2025-08-16,1,SuperValue,10.67
2025-06-04,1,SuperValue,9.36
2024-07-23,1,SuperValue,8.83
2025-09-12,1,SuperValue,9.85
2024-07-13,1,SuperValue,9.17
2025-07-18,1,SuperValue,10.37
2024-08-28,1,SuperValue,8.09
2025-11-02,1,SuperValue,9.07
2024-06-04,1,SuperValue,10.69
2025-01-08,1,SuperValue,8.5
2025-03-11,1,SuperValue,8.24
2024-03-22,1,SuperValue,10.51
2025-05-08,1,SuperValue,8.39
2024-10-31,2,Countdown,8.89
2024-10-31,2,Countdown,9.07
2025-02-05,2,Countdown,9.03
2025-02-25,2,Countdown,9.31
2025-06-09,2,Countdown,9.38
2024-09-27,2,Countdown,9.58
2024-06-30,2,Countdown,9.44
2024-10-19,2,Countdown,8.84
2025-07-23,2,Countdown,10.69
2024-12-13,2,Countdown,10.31
2024-02-16,2,Countdown,10.99
2025-11-15,2,Countdown,8.73
2025-03-09,2,Countdown,10.04
2025-04-26,2,Countdown,11.0
2025-11-23,2,Countdown,10.06
2025-07-24,2,Countdown,10.87
2025-06-13,2,Countdown,11.0
2025-06-08,2,Countdown,8.87
2025-05-30,2,Countdown,9.59
2025-05-08,2,Countdown,10.21
2025-01-06,2,Countdown,11.01
2024-09-13,2,Countdown,10.68
2025-06-28,2,Countdown,9.66
2024-02-21,2,Countdown,10.51
2024-11-23,2,New World,11.06
2025-01-15,2,New World,10.18
2025-10-06,2,New World,8.76
2025-08-14,2,New World,9.65
2025-09-03,2,New World,9.97
2024-08-28,2,New World,9.4
2025-04-07,2,New World,9.11
2024-11-28,2,New World,10.45
2024-10-21,2,New World,10.23
2025-10-29,2,New World,8.89
2025-07-26,2,New World,11.09
2025-01-21,2,New World,8.93
2024-11-09,2,New World,9.26
2024-11-23,2,New World,8.92
2024-11-06,2,New World,8.59
2025-05-15,2,New World,8.65
2024-01-03,2,New World,8.96
2025-07-09,2,New World,8.28
2024-06-05,2,New World,8.59
2024-07-09,2,New World,10.91
2024-02-06,2,New World,9.65
2024-12-14,2,New World,8.27
2024-03-20,2,New World,8.26
2025-09-15,2,Pak'nSave,8.83
2024-05-18,2,Pak'nSave,9.95
2025-08-20,2,Pak'nSave,10.01
2025-12-04,2,Pak'nSave,8.83
2025-02-01,2,Pak'nSave,8.98
2024-09-07,2,Pak'nSave,9.96
2024-09-12,2,Pak'nSave,10.65
2024-03-10,2,Pak'nSave,8.8
2025-09-28,2,Pak'nSave,9.89
2025-07-08,2,Pak'nSave,8.73
2024-09-29,2,Pak'nSave,10.41
2024-03-03,2,Pak'nSave,10.79
2024-11-05,2,Pak'nSave,9.13
2024-06-06,2,Pak'nSave,8.43
2025-04-13,2,Pak'nSave,10.89
2024-12-17,2,Pak'nSave,9.32
2024-11-14,2,Pak'nSave,10.6
2025-11-02,2,Pak'nSave,9.19
2025-07-18,2,Pak'nSave,10.24
2025-08-30,2,Pak'nSave,8.8
2025-04-02,2,Pak'nSave,9.58
2024-08-06,2,Pak'nSave,8.34
2025-11-22,2,Pak'nSave,8.94
2024-12-20,2,Pak'nSave,8.64
2025-01-31,2,Pak'nSave,9.29
2024-05-23,2,Pak'nSave,8.49
2025-08-26,2,Pak'nSave,8.99
2025-10-12,2,Pak'nSave,10.33
2024-02-07,2,Pak'nSave,10.06
2024-04-21,2,Pak'nSave,9.44
2024-08-26,2,Pak'nSave,11.1
2025-03-29,2,Pak'nSave,8.59
2024-01-01,2,Pak'nSave,10.48
2025-12-10,2,Pak'nSave,8.51
2024-04-03,2,Pak'nSave,9.21
2025-08-07,2,Pak'nSave,11.17
2025-11-22,2,Pak'nSave,10.23
2024-03-30,2,Pak'nSave,8.68
2024-12-23,2,Pak'nSave,10.23
2024-07-12,2,Pak'nSave,8.34
2024-09-20,2,Pak'nSave,8.31
2025-07-16,2,Pak'nSave,8.69
2025-06-14,2,Pak'nSave,10.72
2025-09-07,2,Pak'nSave,9.98
2025-08-26,2,Pak'nSave,9.6
2025-08-22,2,Pak'nSave,9.17
2024-04-07,2,Pak'nSave,8.69
2024-07-12,2,Pak'nSave,11.15
2025-07-14,2,Pak'nSave,9.46
2025-02-07,2,Pak'nSave,10.53
2024-04-09,2,Pak'nSave,10.64
2024-12-25,2,Pak'nSave,10.34
2024-12-15,2,FreshChoice,9.7
2024-04-15,2,FreshChoice,8.6
2024-10-15,2,FreshChoice,9.25
2025-02-13,2,FreshChoice,8.75
2024-02-14,2,FreshChoice,8.8
2025-08-14,2,FreshChoice,10.71
2024-06-17,2,FreshChoice,10.65
2024-12-21,2,FreshChoice,10.85
2024-11-11,2,FreshChoice,9.35
2025-09-18,2,FreshChoice,8.55
2024-09-23,2,FreshChoice,8.9
2025-11-01,2,FreshChoice,9.04
2025-02-10,2,FreshChoice,11.16
2025-12-12,2,FreshChoice,8.83
2024-01-15,2,FreshChoice,10.93
2025-07-05,2,FreshChoice,10.09
2025-10-05,2,FreshChoice,8.63
2025-10-19,2,FreshChoice,9.53
2025-03-20,2,FreshChoice,10.77
2025-09-25,2,FreshChoice,9.91
2025-06-27,2,FreshChoice,9.19
2025-02-28,2,FreshChoice,10.83
2025-10-16,2,FreshChoice,9.31
2025-11-24,2,FreshChoice,10.3
2024-02-18,2,FreshChoice,9.85
2024-03-03,2,FreshChoice,10.02
2024-10-11,2,FreshChoice,9.0
2025-08-30,2,FreshChoice,10.07
2024-11-06,2,FreshChoice,8.88
2024-03-27,2,FreshChoice,8.56
2024-07-16,2,FreshChoice,10.44
2024-01-03,2,FreshChoice,10.19
2024-02-19,2,SuperValue,9.65
2024-02-20,2,SuperValue,9.43
2024-06-18,2,SuperValue,9.95
2025-01-14,2,SuperValue,8.44
2025-04-22,2,SuperValue,8.99
2024-07-19,2,SuperValue,10.81
2025-10-03,2,SuperValue,10.62
2025-10-27,2,SuperValue,10.1
2024-11-20,2,SuperValue,10.11
2024-11-04,2,SuperValue,10.98
2024-12-15,2,SuperValue,10.04
2024-07-13,2,SuperValue,10.24
2024-01-11,2,SuperValue,9.4
2025-01-09,2,SuperValue,9.13
2025-03-29,2,SuperValue,8.72
2024-07-31,2,SuperValue,11.11
2025-01-14,2,SuperValue,10.52
2025-02-16,2,SuperValue,10.11
2025-06-10,2,SuperValue,8.68
2025-06-20,2,SuperValue,9.12
2025-03-28,2,SuperValue,10.37
2024-03-01,2,SuperValue,9.85
2024-08-31,2,SuperValue,10.07
2024-08-14,2,SuperValue,9.09
2024-10-26,2,SuperValue,10.93
2025-03-10,2,SuperValue,9.4
2024-08-23,2,SuperValue,10.78
2025-09-10,2,SuperValue,9.47
2024-04-18,2,SuperValue,11.04
2025-07-11,2,SuperValue,8.55
2024-02-09,2,SuperValue,10.82
2025-03-06,2,SuperValue,8.53
2024-11-25,2,SuperValue,10.0
2024-09-06,2,SuperValue,8.64
2024-06-07,2,SuperValue,10.92
2025-06-22,2,SuperValue,8.49
2025-10-05,2,SuperValue,10.21
2024-07-29,2,SuperValue,8.51
2024-11-02,2,SuperValue,9.36
2024-08-26,2,SuperValue,9.28
2024-02-11,3,Countdown,20.9
2024-07-04,3,Countdown,17.61
2025-04-24,3,Countdown,18.74
2025-07-05,3,Countdown,18.41
2024-11-30,3,Countdown,20.56
2025-02-17,3,Countdown,20.75
2024-06-10,3,Countdown,17.06
2025-10-05,3,Countdown,20.42
2025-08-07,3,Countdown,20.79
2025-12-08,3,Countdown,17.73
2024-02-13,3,Countdown,17.67
2024-10-14,3,Countdown,21.75
2025-05-30,3,Countdown,19.59
2024-04-25,3,Countdown,21.86
2024-08-21,3,Countdown,20.49
2024-06-25,3,Countdown,18.08
2024-12-06,3,Countdown,22.58
2025-02-15,3,Countdown,17.72
2025-02-06,3,Countdown,19.49
2024-04-08,3,Countdown,17.39
2025-03-30,3,Countdown,19.29
2024-10-24,3,Countdown,19.76
2025-08-14,3,Countdown,21.4
2024-04-25,3,Countdown,19.9
2025-06-27,3,Countdown,19.28
2025-11-08,3,Countdown,20.24
2024-12-30,3,Countdown,16.73
2025-10-09,3,Countdown,19.35
2024-03-31,3,Countdown,17.42
2024-02-01,3,Countdown,17.25
2025-02-18,3,Countdown,18.9
2024-06-04,3,Countdown,21.26
2024-03-18,3,Countdown,19.94
2024-03-03,3,Countdown,17.67
2024-05-19,3,Countdown,20.44
2024-01-29,3,Countdown,18.1
2025-10-24,3,Countdown,17.64
2024-12-20,3,Countdown,21.81
2024-10-03,3,Countdown,21.29
2025-09-07,3,Countdown,19.87
2024-07-14,3,New World,19.14
2025-06-03,3,New World,22.52
2025-06-04,3,New World,20.05
2025-01-28,3,New World,21.6
2025-07-01,3,New World,21.0
2025-10-12,3,New World,17.58
2025-09-02,3,New World,19.37
2025-04-29,3,New World,21.86
2025-10-19,3,New World,17.26
2024-01-24,3,New World,18.7
2024-04-12,3,New World,20.05
2025-03-11,3,New World,18.71
2025-10-29,3,New World,21.43
2024-12-24,3,New World,18.22
2024-11-26,3,New World,17.68
2025-04-01,3,New World,19.18
2024-10-23,3,New World,21.25
2024-04-29,3,New World,20.3
2024-11-19,3,New World,20.63
2025-07-27,3,New World,19.97
2024-05-16,3,New World,22.44
2024-09-09,3,New World,20.36
2024-08-22,3,New World,17.32
2025-04-11,3,New World,19.83
2024-11-30,3,New World,19.52
2025-09-23,3,New World,17.14
2025-06-09,3,New World,19.76
2025-06-19,3,New World,16.98
2024-01-06,3,New World,17.57
2025-11-09,3,New World,22.4
2024-05-29,3,New World,17.39
2025-08-21,3,Pak'nSave,20.32
2024-02-07,3,Pak'nSave,17.97
2025-09-01,3,Pak'nSave,20.26
2025-02-04,3,Pak'nSave,18.22
2025-08-22,3,Pak'nSave,19.17
2025-10-13,3,Pak'nSave,19.64
2024-03-18,3,Pak'nSave,20.66
2025-01-14,3,Pak'nSave,21.2
2024-01-07,3,Pak'nSave,20.45
2024-03-09,3,Pak'nSave,19.2
2024-06-01,3,Pak'nSave,19.22
2025-01-24,3,Pak'nSave,18.19
2024-09-05,3,Pak'nSave,17.63
2024-08-12,3,Pak'nSave,20.93
2025-09-10,3,Pak'nSave,22.48
2025-11-05,3,Pak'nSave,19.99
2024-08-04,3,Pak'nSave,20.98
2025-12-26,3,Pak'nSave,22.44
2024-01-10,3,Pak'nSave,20.74
2024-03-07,3,Pak'nSave,17.74
2024-06-23,3,Pak'nSave,19.24
2024-05-15,3,Pak'nSave,21.05
2024-10-02,3,Pak'nSave,18.13
2024-11-05,3,Pak'nSave,17.94
2025-11-29,3,Pak'nSave,18.42
2024-03-22,3,Pak'nSave,19.2
2024-12-10,3,Pak'nSave,20.36
2025-09-04,3,Pak'nSave,21.01
2024-11-12,3,Pak'nSave,18.09
2025-03-04,3,Pak'nSave,21.03
2024-04-30,3,Pak'nSave,21.38
2024-04-12,3,Pak'nSave,19.24
2025-12-08,3,Pak'nSave,20.46
2024-09-28,3,Pak'nSave,16.78
2025-05-16,3,Pak'nSave,20.58
2024-03-15,3,Pak'nSave,19.83
2025-07-24,3,Pak'nSave,20.01
2025-04-03,3,Pak'nSave,16.73
2025-12-07,3,Pak'nSave,20.05
2024-09-10,3,Pak'nSave,17.17
2024-12-04,3,FreshChoice,22.33
2025-12-06,3,FreshChoice,20.87
2025-08-23,3,FreshChoice,22.09
2024-05-06,3,FreshChoice,21.23
2024-04-10,3,FreshChoice,18.03
2024-03-24,3,FreshChoice,19.84
2024-06-16,3,FreshChoice,17.08
2025-10-19,3,FreshChoice,18.66
2025-09-05,3,FreshChoice,20.24
2025-10-25,3,FreshChoice,16.96
2024-12-16,3,FreshChoice,17.07
2024-09-23,3,FreshChoice,22.26
2024-08-26,3,FreshChoice,21.65
2024-07-20,3,FreshChoice,17.85
2024-12-20,3,FreshChoice,18.47
2025-12-01,3,FreshChoice,18.79
2024-11-15,3,FreshChoice,20.3
2024-03-27,3,FreshChoice,17.68
2025-12-02,3,FreshChoice,20.43
2025-05-14,3,FreshChoice,21.41
2024-05-21,3,FreshChoice,17.22
2025-03-21,3,FreshChoice,18.83
2025-04-07,3,FreshChoice,18.72
2025-03-12,3,FreshChoice,17.54
2025-01-01,3,FreshChoice,18.11
2025-06-05,3,FreshChoice,20.98
2025-10-27,3,FreshChoice,18.85
2024-08-18,3,FreshChoice,22.02
2024-03-13,3,FreshChoice,17.57
2024-07-22,3,FreshChoice,20.89
2025-12-02,3,FreshChoice,18.4
2025-07-31,3,SuperValue,18.44
2024-01-29,3,SuperValue,20.19
2025-03-10,3,SuperValue,21.98
2025-08-25,3,SuperValue,17.8
2024-01-12,3,SuperValue,18.67
2025-07-30,3,SuperValue,20.79
2025-07-24,3,SuperValue,18.14
2025-06-11,3,SuperValue,18.93
2024-11-28,3,SuperValue,21.2
2025-04-09,3,SuperValue,21.27
2024-07-17,3,SuperValue,22.33
2024-06-08,3,SuperValue,22.11
2025-07-02,3,SuperValue,22.51
2024-02-02,3,SuperValue,19.91
2024-04-17,3,SuperValue,20.53
2025-04-03,3,SuperValue,19.48
2025-07-02,3,SuperValue,20.53
2025-04-22,3,SuperValue,22.06
2024-06-10,3,SuperValue,21.39
2025-07-08,3,SuperValue,22.55
2024-12-03,3,SuperValue,19.93
2025-08-21,3,SuperValue,20.71
2024-08-12,3,SuperValue,20.7
2024-08-04,3,SuperValue,19.99
2024-05-17,3,SuperValue,20.09
2024-11-22,3,SuperValue,17.19
2025-12-17,3,SuperValue,18.99
2025-06-17,3,SuperValue,20.46
2024-07-27,3,SuperValue,19.8
2025-03-09,3,SuperValue,20.13
2025-07-30,3,SuperValue,20.79
2024-09-20,3,SuperValue,16.91
2025-01-29,3,SuperValue,20.81
2025-10-09,3,SuperValue,18.09
2025-03-29,3,SuperValue,18.62
2024-07-21,3,SuperValue,18.9
2024-08-02,3,SuperValue,22.59
2024-10-18,3,SuperValue,19.79
2024-04-22,3,SuperValue,21.95
2024-11-12,3,SuperValue,19.79
2024-07-31,3,SuperValue,22.19
2025-09-05,3,SuperValue,20.29
2025-08-09,3,SuperValue,19.59
2024-01-28,3,SuperValue,19.06
2025-08-27,3,SuperValue,19.49
2025-07-28,3,SuperValue,20.9
2025-04-17,3,SuperValue,21.59
2024-09-03,3,SuperValue,17.07
2025-06-24,3,SuperValue,22.18
2025-04-19,3,SuperValue,18.67
2024-05-03,3,SuperValue,18.29
2025-08-27,3,SuperValue,20.47
2024-09-28,4,Countdown,5.01
2024-12-03,4,Countdown,5.19
2024-04-21,4,Countdown,5.93
2024-07-27,4,Countdown,5.44
2024-05-30,4,Countdown,5.26
2024-04-14,4,Countdown,4.98
2025-12-22,4,Countdown,5.59
2024-09-25,4,Countdown,4.95
2024-03-12,4,Countdown,5.56
2025-01-01,4,Countdown,5.45
2024-01-03,4,Countdown,5.15
2025-07-25,4,Countdown,4.99
2024-07-03,4,Countdown,5.13
2024-04-13,4,Countdown,5.39
2024-05-18,4,Countdown,6.07
2024-02-19,4,Countdown,5.3
2025-08-20,4,Countdown,5.35
2024-04-19,4,Countdown,5.54
2025-07-06,4,Countdown,4.83
2025-01-30,4,Countdown,5.59
2025-12-24,4,Countdown,4.83
2024-12-21,4,Countdown,5.27
2025-02-01,4,Countdown,5.25
2025-04-27,4,Countdown,5.08
2025-04-06,4,Countdown,5.35
2024-03-31,4,Countdown,5.2
2024-12-10,4,Countdown,5.7
2024-01-18,4,Countdown,4.55
2025-11-01,4,Countdown,4.52
2025-08-28,4,Countdown,4.79
2025-05-07,4,Countdown,5.77
2025-08-06,4,Countdown,4.81
2025-04-05,4,Countdown,4.7
2024-05-21,4,Countdown,5.86
2025-12-08,4,Countdown,4.56
2025-09-07,4,Countdown,4.74
2025-06-19,4,New World,5.42
2025-07-27,4,New World,5.38
2025-05-01,4,New World,6.05
2025-06-17,4,New World,4.74
2025-05-15,4,New World,5.7
2025-12-07,4,New World,5.56
2025-10-09,4,New World,4.73
2025-06-24,4,New World,5.16
2024-10-24,4,New World,4.58
2025-09-16,4,New World,4.83
2024-05-25,4,New World,5.32
2024-01-30,4,New World,4.76
2024-05-21,4,New World,5.94
2025-05-26,4,New World,5.35
2024-05-20,4,New World,4.71
2024-10-11,4,New World,5.26
2025-08-04,4,New World,5.21
2024-03-10,4,New World,5.15
2025-08-22,4,New World,4.53
2025-10-23,4,New World,4.52
2025-05-19,4,New World,5.4
2025-08-05,4,New World,6.0
2025-06-30,4,New World,5.99
2024-05-17,4,New World,4.9
2025-03-16,4,New World,5.17
2025-06-26,4,New World,6.08
2024-01-06,4,Pak'nSave,5.2
2024-11-24,4,Pak'nSave,5.62
2025-02-18,4,Pak'nSave,5.64
2024-07-04,4,Pak'nSave,5.62
2024-08-22,4,Pak'nSave,5.77
2024-02-20,4,Pak'nSave,4.57
2025-05-07,4,Pak'nSave,5.97
2025-09-07,4,Pak'nSave,4.76
2024-05-19,4,Pak'nSave,6.02
2024-02-01,4,Pak'nSave,5.15
2024-04-27,4,Pak'nSave,5.44
2024-07-24,4,Pak'nSave,5.04
2025-03-08,4,Pak'nSave,6.03
2025-05-31,4,Pak'nSave,5.33
2025-06-06,4,Pak'nSave,4.85
2024-05-02,4,Pak'nSave,4.96
2025-10-15,4,Pak'nSave,5.36
2025-07-25,4,Pak'nSave,5.36
2024-11-22,4,Pak'nSave,4.6
2025-07-11,4,Pak'nSave,4.71
2025-04-23,4,Pak'nSave,5.43
2025-08-15,4,Pak'nSave,5.67
2025-12-24,4,Pak'nSave,5.62
2024-05-12,4,Pak'nSave,4.97
2025-07-09,4,Pak'nSave,4.79
2025-07-17,4,Pak'nSave,5.98
2025-10-10,4,Pak'nSave,4.59
2025-09-30,4,Pak'nSave,5.66
2024-04-28,4,Pak'nSave,5.55
2025-12-23,4,Pak'nSave,4.83
2024-09-17,4,Pak'nSave,5.94
2025-02-16,4,Pak'nSave,4.53
2024-09-23,4,Pak'nSave,5.23
2025-09-24,4,Pak'nSave,4.84
2024-12-15,4,Pak'nSave,5.56
2024-02-17,4,Pak'nSave,5.94
2025-12-18,4,Pak'nSave,5.75
2024-03-29,4,Pak'nSave,5.35
2024-11-08,4,Pak'nSave,5.19
2024-07-10,4,Pak'nSave,5.21
2025-11-25,4,Pak'nSave,5.62
2025-05-15,4,Pak'nSave,4.95
2024-11-11,4,Pak'nSave,5.2
2024-05-03,4,Pak'nSave,5.52
2025-04-11,4,Pak'nSave,5.69
2024-03-01,4,Pak'nSave,4.92
2024-03-21,4,FreshChoice,5.68
2025-08-02,4,FreshChoice,5.3
2025-04-24,4,FreshChoice,5.42
2024-01-18,4,FreshChoice,6.08
2024-02-10,4,FreshChoice,5.2
2024-04-19,4,FreshChoice,5.31
2025-07-07,4,FreshChoice,5.45
2025-01-04,4,FreshChoice,5.54
2025-06-16,4,FreshChoice,5.95
2024-03-05,4,FreshChoice,5.71
2025-08-30,4,FreshChoice,5.51
2025-11-10,4,FreshChoice,5.19
2025-03-30,4,FreshChoice,5.12
2025-12-27,4,FreshChoice,4.73
2025-08-19,4,FreshChoice,5.11
2025-10-21,4,FreshChoice,5.36
2024-09-27,4,FreshChoice,5.15
2024-04-04,4,FreshChoice,5.9
2025-08-30,4,FreshChoice,4.63
2025-09-23,4,FreshChoice,4.79
2025-06-27,4,FreshChoice,5.81
2024-10-21,4,FreshChoice,5.67
2024-08-08,4,FreshChoice,6.05
2024-04-30,4,FreshChoice,4.75
2024-05-21,4,FreshChoice,4.9
2024-04-03,4,FreshChoice,5.36
2024-10-20,4,FreshChoice,4.63
2024-02-18,4,FreshChoice,6.03
2024-06-27,4,FreshChoice,5.03
2024-01-21,4,FreshChoice,5.78
2024-09-25,4,FreshChoice,5.49
2024-06-07,4,FreshChoice,4.9
2024-02-01,4,FreshChoice,4.68
2024-04-04,4,FreshChoice,5.99
2025-04-30,4,FreshChoice,5.11
2024-12-02,4,FreshChoice,4.96
2025-12-22,4,FreshChoice,4.54
2025-08-22,4,FreshChoice,5.23
2025-09-09,4,FreshChoice,5.98
2024-12-08,4,FreshChoice,4.78
2024-10-08,4,FreshChoice,4.96
2025-01-20,4,FreshChoice,4.62
2025-01-17,4,FreshChoice,4.56
2024-01-28,4,FreshChoice,5.81
2024-08-06,4,FreshChoice,5.79
2024-04-22,4,FreshChoice,5.2
2025-01-10,4,FreshChoice,4.61
2024-08-06,4,FreshChoice,5.18
2025-06-16,4,FreshChoice,5.79
2025-09-19,4,FreshChoice,5.41
2024-08-20,4,FreshChoice,4.55
2025-04-10,4,FreshChoice,5.91
2024-07-16,4,FreshChoice,5.11
2024-03-14,4,FreshChoice,4.99
2025-10-17,4,FreshChoice,5.13
2024-08-22,4,SuperValue,5.51
2025-11-10,4,SuperValue,5.9
2024-06-26,4,SuperValue,5.4
2025-06-22,4,SuperValue,5.23
2025-08-30,4,SuperValue,5.03
